iter	RMSE
366	0.9082866717
367	0.9076839105
368	0.9064973115
369	0.9051912215
370	0.9041460012
371	0.9022315218
372	0.9010253457
373	0.8998800474
374	0.8987430996
375	0.8974547225
376	0.8965085221
377	0.8953601577
378	0.8942768619
379	0.8926292375
380	0.8917777488
381	0.8904094744
382	0.8894804585
383	0.8888888863
384	0.8878052483
385	0.8866434243
386	0.8856703443
387	0.8846679846
388	0.8836563208
389	0.8827380581
390	0.881600498
391	0.8805018133
392	0.8793465974
393	0.8785048264
394	0.8769442961
395	0.875725948
396	0.8747102384
397	0.8742257729
398	0.8733139692
399	0.8728085708
400	0.8716726917
401	0.8702862597
402	0.869129556
403	0.8679288275
404	0.8671344813
405	0.8657891506
406	0.8650992209
407	0.8637730807
408	0.8626136852
409	0.8607706256
410	0.8598539107
411	0.85931697
412	0.8585438452
413	0.8573326
414	0.8561614479
415	0.854677097
416	0.8535853587
417	0.8529857089
418	0.8509793164
419	0.8500470474
420	0.8487205892
421	0.8479979699
422	0.8475260512
423	0.8463618072
424	0.8458035342
425	0.8447465304
426	0.8440490381
427	0.842706498
428	0.8416245193
429	0.8410208007
430	0.8396529103
431	0.8388351276
432	0.8385075842
433	0.8375744276
434	0.8365442051
435	0.835627819
436	0.8346083457
437	0.8330936566
438	0.8316860293
439	0.8308569177
440	0.8303958386
441	0.8293319509
442	0.8275214897
443	0.8271829403
444	0.8255293852
445	0.8245697398
446	0.8228217024
447	0.8213984307
448	0.8199446019
449	0.8190860254
450	0.8172663307
451	0.816292515
452	0.8147039719
453	0.8138347152
454	0.8121196408
455	0.8105741148
456	0.809156069
457	0.8078312589
458	0.8068929478
459	0.8058793257
460	0.8043824575
461	0.8036175582
462	0.8021340033
463	0.8008102672
464	0.8001232802
465	0.7993479934
466	0.7985450731
467	0.7978581301
468	0.7971328826
469	0.7958234365
470	0.7944992529
471	0.7933055246
472	0.792559469
473	0.7921408112
474	0.7910553598
475	0.7902860752
476	0.7890802028
477	0.7883240224
478	0.7871761395
479	0.786919587
480	0.7855270193
481	0.7844122262
482	0.7827190164
483	0.7815995702
484	0.7809778493
485	0.7797968008
486	0.7786063272
487	0.7775929089
488	0.7769539155
489	0.7767024857
490	0.7762429008
491	0.7751740652
492	0.7742136836
493	0.7728749608
494	0.7719540911
495	0.7707656326
496	0.7698669741
497	0.7685285898
498	0.7679472479
499	0.7671900772
500	0.7665306953
501	0.7652314935
502	0.7636346459
503	0.7619836981
504	0.760997968
505	0.7602763399
506	0.7595756858
507	0.758042842
508	0.7577135401
509	0.7564390411
510	0.7551034249
511	0.7546475786
512	0.754419143
513	0.753205158
514	0.7520360733
515	0.7510587822
516	0.7499599616
517	0.7490510954
518	0.7481837762
519	0.7470235081
520	0.7463182091
521	0.7454731003
522	0.7444388969
523	0.7434676345
524	0.7418538689
525	0.7409752587
526	0.7396141493
527	0.7386725999
528	0.7376439185
529	0.737053266
530	0.735805518
531	0.7350838879
532	0.7338130685
533	0.7319970433
534	0.7311290695
535	0.7302304718
536	0.7291420606
537	0.7282034805
538	0.7267929772
539	0.7257577203
540	0.7247094076
541	0.723695867
542	0.7227106931
543	0.7220830187
544	0.7209760566
545	0.7197544975
546	0.7182953115
547	0.7173804466
548	0.715854447
549	0.7156311894
550	0.7141862549
551	0.7136032699
552	0.7127879865
553	0.7120724796
554	0.7116402053
555	0.710322029
556	0.7091953486
557	0.7082624255
558	0.7073823083
559	0.7063307582
560	0.705402326
561	0.7044847164
562	0.7039636317
563	0.7032924441
564	0.7019597504
565	0.7010015139
566	0.6994391936
567	0.6985079248
568	0.6972844493
569	0.6963204195
570	0.6953468494
571	0.6942621329
572	0.6931567761
573	0.6920648644
574	0.6910913609
575	0.689570796
576	0.6883390287
577	0.6880604667
578	0.6874678685
579	0.6863401745
580	0.6858817844
581	0.6849579368
582	0.6844352917
583	0.6839426869
584	0.6829376435
585	0.6816596856
586	0.6807232124
587	0.6802206528
588	0.6793197501
589	0.6784600225
590	0.6775911234
591	0.6764698835
592	0.676180688
593	0.6755027226
594	0.674442265
595	0.6734049172
596	0.6725821636
597	0.6718060545
598	0.6712545808
599	0.6703341022
600	0.6697397554
601	0.6689013763
602	0.668495119
603	0.6680883054
604	0.6672744185
605	0.6665699293
606	0.6657905484
607	0.6648514431
608	0.6639365369
609	0.6634091595
610	0.6623262157
611	0.6607327976
612	0.6598380377
613	0.6591109806
614	0.6586809645
615	0.6572685644
616	0.6562841629
617	0.6556145796
618	0.6545831596
619	0.6532649679
620	0.6524161787
621	0.6515879925
622	0.6507292449
623	0.650175604
624	0.6495380102
625	0.6486189629
626	0.6480347139
627	0.6467891636
628	0.6461615583
629	0.6455062249
630	0.6447280887
631	0.6439931917
632	0.6426909422
633	0.6423303341
634	0.6417617283
635	0.6407247365
636	0.640275645
637	0.6399675276
638	0.6393735125
639	0.6389945809
640	0.6382906057
641	0.6375985183
642	0.6365664914
643	0.6357183598
644	0.6350682921
645	0.6337380258
646	0.6331308783
647	0.6324210573
648	0.631173761
649	0.630365331
650	0.629705238
651	0.6290938521
652	0.6284788726
653	0.6275675417
654	0.6268079127
655	0.626552748
656	0.6254999248
657	0.6248301192
658	0.6242974649
659	0.6232841012
660	0.6224317492
661	0.6217049459
662	0.6207768822
663	0.6200303257
664	0.619248383
665	0.6183606143
666	0.6175674905
667	0.6166228428
668	0.6158648907
669	0.6150137717
670	0.6143023418
671	0.6134793585
672	0.6130655206
673	0.6121677097
674	0.6113242279
675	0.6103118075
676	0.6098551606
677	0.6085578248
678	0.6079056758
679	0.6071497254
680	0.6069612971
681	0.6059308093
682	0.6054970563
683	0.6047791418
684	0.6039351108
685	0.6031457472
686	0.6023900424
687	0.6017718015
688	0.6013360048
689	0.6005244356
690	0.5995671178
691	0.5990448034
692	0.5982022775
693	0.5972714166
694	0.5969829122
695	0.5963562271
696	0.5961272115
697	0.5954519296
698	0.5948319552
699	0.5940412015
700	0.5930599695
701	0.5917968725
702	0.5912607735
703	0.59062006
704	0.5900025771
705	0.5885575527
706	0.5876254988
707	0.5868986975
708	0.5862772522
709	0.5855248728
710	0.5851441314
711	0.584389726
712	0.583303332
713	0.5829759189
714	0.5823146789
715	0.581168849
716	0.5802591955
717	0.5794590322
718	0.578726065
719	0.5781686889
720	0.5776381126
721	0.5768075569
722	0.575866214
723	0.574873317
724	0.5739413688
725	0.5733862462
726	0.5730481167
727	0.5724299516
728	0.5715909381
729	0.5707281599
730	0.5702527102
731	0.5694956176
732	0.5690389322
733	0.5680960425
734	0.567262727
735	0.5660152719
736	0.5653583939
737	0.564344214
738	0.5635991017
739	0.5633429359
740	0.5629287641
741	0.562008346
742	0.5614825981
743	0.5607025478
744	0.5597844828
745	0.5596851343
746	0.5584802312
747	0.5576444593
748	0.5570590026
749	0.55656489
750	0.55610006
751	0.5556847191
752	0.5546540673
753	0.5535896481
754	0.5530811605
755	0.5526656856
756	0.5513947055
757	0.5505613928
758	0.5499470753
759	0.5495912763
760	0.5488810782
761	0.5482300205
762	0.5479172191
763	0.5471182581
764	0.5466285555
765	0.5459412769
766	0.545361802
767	0.5446656199
768	0.5440852662
769	0.5432779261
770	0.5425919156
771	0.5416504266
772	0.5409452762
773	0.5405320321
774	0.5400365423
775	0.5394817769
776	0.5391143848
777	0.538295045
778	0.5373434953
779	0.5368000298
780	0.5365704521
781	0.5354989221
782	0.5347531366
783	0.5339071634
784	0.5331462089
785	0.53264124
786	0.532460196
787	0.5318211143
788	0.5315620599
789	0.5309798376
790	0.5302975724
791	0.5300226587
792	0.5290880261
793	0.5286246683
794	0.528019337
795	0.5272383647
796	0.5263785325
797	0.5252986599
798	0.5246434467
799	0.5238681402
800	0.523302908
801	0.5228485103
802	0.5223640823
803	0.5214040736
804	0.5208240523
805	0.5203371199
806	0.5196345474
807	0.5192132506
808	0.5186654238
809	0.5177645855
810	0.5176474865
811	0.5169356022
812	0.5163722154
813	0.5157968706
