Feature,Importance,Std
yeo_joh_shares_float,1.1185975454022605,0.26346085985873335
yeo_joh_shares_outstanding,0.9825254765406679,0.4622679804445571
yeo_joh_hist_roe,0.43106069874280206,0.043412210700984
yeo_joh_hist_roa,0.29656297730489545,0.06773499042081221
yeo_joh_hist_book_px,0.28583807041079634,0.0064807507342661275
yeo_joh_vola,0.22066913690087175,0.04005274286148164
yeo_joh_hist_asset_turnover,0.17703321804160588,0.08054974203270993
yeo_joh_hist_eps_usd,0.173405218027336,0.015549467886609492
yeo_joh_market_cap_usd,0.1440551636845775,0.07105810471835006
yeo_joh_hist_gross_profit_usd,0.07406756549157012,0.11230798102266548
yeo_joh_hist_capex_depr,0.05021512374727988,0.10125761509593123
yeo_joh_return_usd,0.042137899222268294,0.00966798589253659
yeo_joh_hist_net_chg_lt_debt_usd,0.03721950002764718,0.04937280391378529
yeo_joh_hist_capex_sales,0.03318983232664774,0.05154565965711466
yeo_joh_top_3_shareholder_percentage,0.009276399601111152,0.0030598951788705087
yeo_joh_beta,0.008342444355421641,0.035453087880861656
yeo_joh_net_income_usd,0.007841137833973999,0.024677832581134318
yeo_joh_hist_pe,0.007646990833371836,0.019691510390022815
yeo_joh_hist_roic,0.0052477877106447135,0.060350644152623145
yeo_joh_top_1_shareholder_percentage,0.003935648927724467,0.01632208290650561
yeo_joh_hist_rd_exp_usd,0.0011480483661236995,0.02464517176608716
yeo_joh_hist_ev_usd,0.0003500382149281833,0.002396792917655155
yeo_joh_hist_net_debt_usd,-0.043673274644959514,0.15578557719124597
random_feature,-0.045802425424463555,0.032248158016475736
yeo_joh_top_2_shareholder_percentage,-0.051003572771827654,0.029273401687005984
yeo_joh_hist_ebitda_ev,-0.513800690997382,0.019390956670376935
yeo_joh_hist_fcf_yld,-0.8410118871736416,0.0793235196095945
