Feature,Importance,Std
yeo_joh_shares_outstanding,0.5281110675606873,0.037972266438591085
yeo_joh_shares_float,0.4869280287095139,0.038391600936633186
yeo_joh_market_cap_usd,0.27532903248549834,0.004708357425450838
yeo_joh_hist_ev_usd,0.24751562077371758,0.030964713224309492
yeo_joh_hist_roic,0.06323213201686029,0.10343287955756542
yeo_joh_hist_asset_turnover,0.05974637975590513,0.011330103604612396
yeo_joh_top_3_shareholder_percentage,0.04364301855707908,0.01901011430845423
yeo_joh_net_income_usd,0.03957835292730583,0.005174200605295609
yeo_joh_hist_gross_profit_usd,0.030427974642590283,0.022852581837676023
yeo_joh_vola,0.020033733983447433,0.00475413389967827
yeo_joh_top_1_shareholder_percentage,0.018454141489495535,0.006863431113654284
yeo_joh_hist_book_px,0.009509819083462712,0.011840228092484861
yeo_joh_hist_ebitda_ev,0.004052317690787066,0.00410221342462147
yeo_joh_hist_net_chg_lt_debt_usd,0.003894754755859653,0.003949394462706257
yeo_joh_beta,0.00366060656482714,0.007604289499071215
yeo_joh_hist_fcf_yld,0.0025929972739230367,0.00116377080346719
yeo_joh_hist_rd_exp_usd,0.002095313836943724,0.0011047887839261694
yeo_joh_hist_pe,0.0017622637621996784,0.001222020407342761
yeo_joh_hist_roa,0.0006757176504449403,0.0009664483027481685
yeo_joh_hist_roe,-0.0009178539581174983,0.006004419058902699
yeo_joh_hist_capex_sales,-0.0028043063412550584,0.004913650403381098
yeo_joh_top_2_shareholder_percentage,-0.00641629407562172,0.006736275503812839
yeo_joh_hist_capex_depr,-0.008545531194939948,0.0026841151167670274
yeo_joh_return_usd,-0.014691735169162112,0.00968330115898619
yeo_joh_hist_eps_usd,-0.014846829348441504,0.0009730556280419522
yeo_joh_hist_net_debt_usd,-0.027546345002603223,0.0025464480839194614
