Feature,Importance,Std
yeo_joh_shares_outstanding,0.9577585423410939,0.030750427885743115
yeo_joh_top_1_shareholder_percentage,0.35280687395718857,0.09032846247893822
yeo_joh_return_usd,0.14514897083792277,0.04925296292889314
yeo_joh_vola,0.1206578569275445,0.0406284467808371
yeo_joh_hist_roa,0.07408173762669801,0.045361506315726
yeo_joh_beta,0.0564832868601286,0.0807995337198868
yeo_joh_hist_asset_turnover,0.05346792567374514,0.013942473087672269
yeo_joh_hist_pe,0.051536130018456916,0.006903085991261548
yeo_joh_hist_net_chg_lt_debt_usd,0.04341360342724254,0.0006026565890495661
yeo_joh_hist_net_debt_usd,0.0259593298640608,0.00161265090704088
yeo_joh_hist_ev_usd,0.02188770409292662,0.00026901742409624063
yeo_joh_hist_roe,0.021004086208137984,0.04802801155836267
yeo_joh_hist_book_px,0.020322322314997088,0.003637124306744788
random_feature,0.014305507384800187,0.00012802768075115267
yeo_joh_hist_capex_depr,0.004513455769634689,0.005001281596509699
yeo_joh_hist_rd_exp_usd,0.0012067055676583394,0.011579291400726
yeo_joh_hist_roic,8.659258574184037e-06,0.00013881645702085166
yeo_joh_hist_fcf_yld,-0.0008884460434037678,0.0002136404491848154
yeo_joh_hist_gross_profit_usd,-0.0012923825209112394,0.0016243162329034888
yeo_joh_hist_capex_sales,-0.0029896782270997235,0.00400614346482886
yeo_joh_hist_ebitda_ev,-0.010926691121574628,0.018215495014852756
yeo_joh_top_2_shareholder_percentage,-0.013467108083064616,0.0071924852272431394
yeo_joh_top_3_shareholder_percentage,-0.029402901968710538,0.04356350133357978
yeo_joh_net_income_usd,-0.0990168812627692,0.03136901223763555
yeo_joh_market_cap_usd,-0.16771346988136848,0.004274271522481499
yeo_joh_shares_float,-0.23724352476519694,0.03219999437900878
yeo_joh_hist_eps_usd,-0.7203294102889002,0.16221407851110303
