Model,Baseline Type,RMSE,Baseline RMSE,MAE,Baseline MAE,Improvement (%),p-value,Significant,R²,Baseline R²,Predictive Power
CatBoost_Yeo_Random_categorical_basic_median,Median,1.6356480389042918,1.8268716015322064,1.286263780507756,1.4242171717171717,10.46726888017387,0.1590659930975368,False,0.1940978010087856,-0.0053532259972421,0.1046726888017387
CatBoost_Yeo_Random_categorical_optuna_median,Median,1.6413982744387885,1.8268716015322064,1.2841900520933944,1.4242171717171717,10.152510277014569,0.24251990373343038,False,0.18842142913439808,-0.005353225997242195,0.10152510277014569
LightGBM_Base_categorical_optuna_median,Median,1.6423692595378767,1.8268716015322064,1.2905596688898866,1.4242171717171717,10.099360121400249,0.1924853559257084,False,0.1874609507484584,-0.0053532259972421,0.1009936012140024
LightGBM_Base_Random_categorical_optuna_median,Median,1.6425442549779907,1.8268716015322064,1.2866205892212663,1.4242171717171717,10.08978115372856,0.1244720011505874,False,0.1872877884672519,-0.0053532259972421,0.1008978115372856
CatBoost_Yeo_categorical_basic_median,Median,1.6447681369778266,1.8268716015322064,1.2876300999293044,1.4242171717171717,9.968049445929788,0.1429034059462954,False,0.1850855956450416,-0.0053532259972421,0.0996804944592978
CatBoost_Base_categorical_basic_median,Median,1.644775229881127,1.8268716015322064,1.287639499438214,1.4242171717171717,9.96766119186234,0.1428834328637856,False,0.1850785671509932,-0.0053532259972421,0.0996766119186233
LightGBM_Yeo_categorical_basic_median,Median,1.6458533280709715,1.8268716015322064,1.3021601224473494,1.4242171717171717,9.90864783871038,0.145303694474374,False,0.184009906532135,-0.0053532259972421,0.0990864783871038
CatBoost_Yeo_categorical_optuna_median,Median,1.647391433858704,1.8268716015322064,1.2869986419538344,1.4242171717171717,9.824454412831836,0.2567628065601769,False,0.182484053017636,-0.0053532259972421,0.0982445441283183
CatBoost_Base_categorical_optuna_median,Median,1.64741052536287,1.8268716015322064,1.2870181685124025,1.4242171717171717,9.82340937473774,0.2568314662216169,False,0.1824651046375185,-0.0053532259972421,0.0982340937473774
LightGBM_Base_Random_categorical_basic_median,Median,1.6507070995077695,1.8268716015322064,1.2858574610881308,1.4242171717171717,9.642960231944414,0.1652380326405713,False,0.1791899514738738,-0.0053532259972421,0.0964296023194441
XGBoost_Yeo_categorical_basic_median,Median,1.6510241763221265,1.8268716015322064,1.3017305953093248,1.4242171717171717,9.625603959391343,0.4379781861675396,False,0.1788745898551834,-0.0053532259972421,0.0962560395939134
XGBoost_Base_categorical_basic_median,Median,1.6510241763221265,1.8268716015322064,1.3017305953093248,1.4242171717171717,9.625603959391343,0.4379781861675396,False,0.1788745898551834,-0.0053532259972421,0.0962560395939134
LightGBM_Yeo_Random_categorical_basic_median,Median,1.651694318229214,1.8268716015322064,1.3033329442697053,1.4242171717171717,9.588921474069128,0.1803307003058403,False,0.1782078737257092,-0.0053532259972421,0.0958892147406912
XGBoost_Base_categorical_optuna_median,Median,1.6529700098679598,1.8268716015322064,1.2926460575334957,1.4242171717171717,9.51909217475352,0.130474153421429,False,0.1769379556999475,-0.0053532259972421,0.0951909217475352
LightGBM_Yeo_categorical_optuna_median,Median,1.6567452703757235,1.8268716015322064,1.3050097089034507,1.4242171717171717,9.312440513815918,0.2063016925284453,False,0.1731740374151661,-0.0053532259972421,0.0931244051381591
CatBoost_Base_Random_categorical_optuna_median,Median,1.6568476713261024,1.8268716015322064,1.2914781104329045,1.4242171717171717,9.3068352512297,0.2121823728701453,False,0.1730718245011177,-0.0053532259972421,0.0930683525122969
XGBoost_Base_Random_categorical_basic_median,Median,1.6578244302899547,1.8268716015322064,1.3031440433588897,1.4242171717171717,9.253369043586366,0.1982364952615815,False,0.1720965416120983,-0.0053532259972421,0.0925336904358636
XGBoost_Yeo_Random_categorical_basic_median,Median,1.6578244302899547,1.8268716015322064,1.3031440433588897,1.4242171717171717,9.253369043586366,0.1982364952615815,False,0.1720965416120983,-0.0053532259972421,0.0925336904358636
ElasticNet_LR_Yeo_Random_optuna_median,Median,1.7499463056832458,1.9984654543763325,1.382532565775951,1.559160997732426,12.435498854827232,0.1017108907215172,False,0.2129901210620117,-0.0264174532404453,0.1243549885482723
ElasticNet_LR_Yeo_optuna_median,Median,1.750584989274758,1.9984654543763325,1.383181044363464,1.559160997732426,12.403540154209535,0.1064109643773175,False,0.212415541120491,-0.0264174532404453,0.1240354015420953
ElasticNet_LR_Base_optuna_median,Median,1.8598618892373984,1.9984654543763325,1.449940214203837,1.559160997732426,6.93549967728557,0.1944951055395707,False,0.1110197184930333,-0.0264174532404453,0.0693549967728557
LR_Base_median,Median,1.8644843154370143,1.9984654543763325,1.450904403653352,1.559160997732426,6.704200898040047,0.0974839164873068,False,0.1065953553235643,-0.0264174532404453,0.0670420089804004
LR_Base_Random_median,Median,1.8681809771195863,1.9984654543763325,1.444121895403503,1.559160997732426,6.51922588761508,0.1172414346293721,False,0.1030491858103755,-0.0264174532404453,0.0651922588761508
ElasticNet_LR_Base_Random_optuna_median,Median,1.8682220499373967,1.9984654543763325,1.4504984762638389,1.559160997732426,6.517170669811794,0.1944873892705111,False,0.1030097456246513,-0.0264174532404453,0.0651717066981179
LR_Yeo_median,Median,1.9260960594485992,1.9984654543763325,1.471138633599078,1.559160997732426,3.6212482316997496,0.209839386785853,False,0.0465748082691355,-0.0264174532404453,0.0362124823169974
LR_Yeo_Random_median,Median,1.9262529848967247,1.9984654543763325,1.4709583494374865,1.559160997732426,3.6133959344392537,0.2054854900198606,False,0.0464194445014596,-0.0264174532404453,0.0361339593443925
XGBoost_Base_Random_categorical_optuna_random,Random,1.6134405039583906,3.963913578590124,1.258722245909951,3.2485722268522825,59.296779004645806,3.2743192957989408e-22,True,0.2158330453694482,-3.733157770462781,0.592967790046458
XGBoost_Yeo_Random_categorical_optuna_random,Random,1.6134405039583906,3.963913578590124,1.258722245909951,3.2485722268522825,59.296779004645806,3.2743192957989408e-22,True,0.2158330453694482,-3.733157770462781,0.592967790046458
LightGBM_Base_categorical_basic_random,Random,1.619492846595176,3.963913578590124,1.278055749321509,3.2485722268522825,59.14409296553853,7.3773451717120195e-22,True,0.209938872296534,-3.733157770462781,0.5914409296553853
XGBoost_Yeo_categorical_optuna_random,Random,1.6290849104577538,3.963913578590124,1.271946268466988,3.2485722268522825,58.902108278627416,8.90089365484748e-22,True,0.2005522800141667,-3.733157770462781,0.5890210827862742
LightGBM_Yeo_Random_categorical_optuna_random,Random,1.634705051433729,3.963913578590124,1.2905224411601657,3.2485722268522825,58.76032564728221,3.871958382658531e-22,True,0.1950267742260096,-3.733157770462781,0.5876032564728221
CatBoost_Base_Random_categorical_basic_random,Random,1.6356480389042918,3.963913578590124,1.286263780507756,3.2485722268522825,58.73653634280152,6.79365654150691e-22,True,0.1940978010087856,-3.733157770462781,0.5873653634280152
CatBoost_Yeo_Random_categorical_basic_random,Random,1.6356480389042918,3.963913578590124,1.286263780507756,3.2485722268522825,58.73653634280152,6.79365654150691e-22,True,0.1940978010087856,-3.733157770462781,0.5873653634280152
CatBoost_Yeo_Random_categorical_optuna_random,Random,1.6413982744387885,3.963913578590124,1.2841900520933944,3.2485722268522825,58.591471738831466,1.8478489825220696e-22,True,0.188421429134398,-3.733157770462781,0.5859147173883147
LightGBM_Base_categorical_optuna_random,Random,1.6423692595378767,3.963913578590124,1.2905596688898866,3.2485722268522825,58.5669761215624,4.050248414443107e-22,True,0.1874609507484584,-3.733157770462781,0.585669761215624
LightGBM_Base_Random_categorical_optuna_random,Random,1.6425442549779907,3.963913578590124,1.2866205892212663,3.2485722268522825,58.56256140775381,1.5232809406908894e-21,True,0.1872877884672519,-3.733157770462781,0.5856256140775381
CatBoost_Yeo_categorical_basic_random,Random,1.6447681369778266,3.963913578590124,1.2876300999293044,3.2485722268522825,58.50645821691111,1.0468398362877525e-21,True,0.1850855956450416,-3.733157770462781,0.5850645821691112
CatBoost_Base_categorical_basic_random,Random,1.644775229881127,3.963913578590124,1.287639499438214,3.2485722268522825,58.506279280030704,1.0473635163350101e-21,True,0.1850785671509932,-3.733157770462781,0.585062792800307
LightGBM_Yeo_categorical_basic_random,Random,1.6458533280709715,3.963913578590124,1.3021601224473494,3.2485722268522825,58.4790814572611,1.0094473678734228e-21,True,0.184009906532135,-3.733157770462781,0.5847908145726111
CatBoost_Yeo_categorical_optuna_random,Random,1.647391433858704,3.963913578590124,1.2869986419538344,3.2485722268522825,58.44027874985497,1.6254326393450881e-22,True,0.182484053017636,-3.733157770462781,0.5844027874985497
CatBoost_Base_categorical_optuna_random,Random,1.64741052536287,3.963913578590124,1.2870181685124025,3.2485722268522825,58.43979711715064,1.6242659148578609e-22,True,0.1824651046375185,-3.733157770462781,0.5843979711715064
LightGBM_Base_Random_categorical_basic_random,Random,1.6507070995077695,3.963913578590124,1.2858574610881308,3.2485722268522825,58.35663248503794,7.2493143102687535e-22,True,0.1791899514738738,-3.733157770462781,0.5835663248503794
XGBoost_Yeo_categorical_basic_random,Random,1.6510241763221265,3.963913578590124,1.3017305953093248,3.2485722268522825,58.34863340009145,2.0817965231764922e-23,True,0.1788745898551834,-3.733157770462781,0.5834863340009145
XGBoost_Base_categorical_basic_random,Random,1.6510241763221265,3.963913578590124,1.3017305953093248,3.2485722268522825,58.34863340009145,2.0817965231764922e-23,True,0.1788745898551834,-3.733157770462781,0.5834863340009145
LightGBM_Yeo_Random_categorical_basic_random,Random,1.651694318229214,3.963913578590124,1.3033329442697053,3.2485722268522825,58.3317273325448,5.582417181683124e-22,True,0.1782078737257092,-3.733157770462781,0.5833172733254479
XGBoost_Base_categorical_optuna_random,Random,1.6529700098679598,3.963913578590124,1.2926460575334957,3.2485722268522825,58.29954470258948,1.5092786083074129e-21,True,0.1769379556999475,-3.733157770462781,0.5829954470258948
LightGBM_Yeo_categorical_optuna_random,Random,1.6567452703757235,3.963913578590124,1.3050097089034507,3.2485722268522825,58.20430396555237,3.8413881493442123e-22,True,0.1731740374151661,-3.733157770462781,0.5820430396555237
CatBoost_Base_Random_categorical_optuna_random,Random,1.6568476713261024,3.963913578590124,1.2914781104329045,3.2485722268522825,58.201720636013285,3.5041844086426897e-22,True,0.1730718245011177,-3.733157770462781,0.5820172063601329
XGBoost_Base_Random_categorical_basic_random,Random,1.6578244302899547,3.963913578590124,1.3031440433588897,3.2485722268522825,58.177079358031655,4.435168420806359e-22,True,0.1720965416120983,-3.733157770462781,0.5817707935803166
XGBoost_Yeo_Random_categorical_basic_random,Random,1.6578244302899547,3.963913578590124,1.3031440433588897,3.2485722268522825,58.177079358031655,4.435168420806359e-22,True,0.1720965416120983,-3.733157770462781,0.5817707935803166
ElasticNet_LR_Yeo_Random_optuna_random,Random,1.7499463056832458,3.9824365680317375,1.382532565775951,3.3151686481468183,56.058401036927705,9.552036154574366e-22,True,0.2129901210620117,-3.075946468826173,0.5605840103692771
ElasticNet_LR_Yeo_optuna_random,Random,1.750584989274758,3.9824365680317375,1.383181044363464,3.3151686481468183,56.04236352871881,8.423577899962185e-22,True,0.212415541120491,-3.075946468826173,0.5604236352871881
ElasticNet_LR_Base_optuna_random,Random,1.8598618892373984,3.9824365680317375,1.449940214203837,3.3151686481468183,53.29839264315995,4.610612255543602e-22,True,0.1110197184930333,-3.075946468826173,0.5329839264315995
LR_Base_random,Random,1.8644843154370143,3.9824365680317375,1.450904403653352,3.3151686481468183,53.18232233995106,4.416462784314662e-21,True,0.1065953553235643,-3.075946468826173,0.5318232233995106
LR_Base_Random_random,Random,1.8681809771195863,3.9824365680317375,1.444121895403503,3.3151686481468183,53.0894982203594,2.665963182397257e-21,True,0.1030491858103755,-3.075946468826173,0.530894982203594
ElasticNet_LR_Base_Random_optuna_random,Random,1.8682220499373967,3.9824365680317375,1.4504984762638389,3.3151686481468183,53.08846687140733,5.110244234768501e-22,True,0.1030097456246513,-3.075946468826173,0.5308846687140734
LR_Yeo_random,Random,1.9260960594485992,3.9824365680317375,1.471138633599078,3.3151686481468183,51.63523570193248,7.9563146011741555e-22,True,0.0465748082691355,-3.075946468826173,0.5163523570193248
LR_Yeo_Random_random,Random,1.9262529848967247,3.9824365680317375,1.4709583494374865,3.3151686481468183,51.63129526382517,8.593272142217443e-22,True,0.0464194445014596,-3.075946468826173,0.5163129526382517
