Feature,Importance,Std
yeo_joh_top_3_shareholder_percentage,0.04543028033747289,0.007287843283902785
yeo_joh_vola,0.043159322119085373,0.007988751497975314
yeo_joh_top_2_shareholder_percentage,0.03477937251513961,0.006565942175780718
yeo_joh_return_usd,0.033814185040753356,0.007674845162267677
top_2_shareholder_location_Luxembourg,0.02675244575576896,0.007211517291230988
yeo_joh_hist_gross_profit_usd,0.02021715862775786,0.0062336178047460306
cntry_of_risk_US,0.017224880065201165,0.0021902680258214092
issuer_cntry_domicile_name_United States of America,0.01695713022215608,0.00322465851216838
yeo_joh_shares_outstanding,0.015625170368606056,0.006088993406383682
cntry_of_risk_GB,0.013940938733460629,0.005460869307480173
yeo_joh_net_income_usd,0.013585082442706686,0.0028181178187182895
yeo_joh_shares_float,0.011888194809872698,0.016788491043048085
yeo_joh_hist_asset_turnover,0.009543108479959383,0.005762847507856161
top_1_shareholder_location_Japan,0.008551265759300108,0.0030062380850069594
top_2_shareholder_location_Ireland,0.006019187352055588,0.00496964503287355
gics_sub_ind_Automobile Manufacturers,0.005963785936990995,0.0023880260320735362
top_3_shareholder_location_Luxembourg,0.00481729555166609,0.0042851621536456296
cntry_of_risk_IN,0.004162364012519038,0.0009765376747725408
yeo_joh_beta,0.003973341334131852,0.002567885560462825
yeo_joh_hist_capex_depr,0.003795266149115317,0.0033340514126299365
gics_sub_ind_Interactive Media & Services,0.003733369808157294,0.001474916425762779
cntry_of_risk_AU,0.0035362262095238184,0.0016187581160058157
gics_sub_ind_Application Software,0.0034128377587739345,0.002257452370279368
top_2_shareholder_location_Japan,0.00337262859547669,0.0041036255915820755
gics_sub_ind_Restaurants,0.003306713853675758,0.0012006837002908391
top_3_shareholder_location_United States,0.0029582062178159507,0.00263585958868283
gics_sub_ind_Environmental & Facilities Services,0.0029265791760113014,0.0022626151836472306
gics_sub_ind_Rail Transportation,0.002862150667917207,0.0009081399266732022
cntry_of_risk_CH,0.0028140405395870372,0.0011399351186416895
yeo_joh_hist_book_px,0.002776848336629356,0.0009558526524211122
issuer_cntry_domicile_name_United Kingdom,0.0027513244750593025,0.002010193373251164
yeo_joh_hist_capex_sales,0.0027397169995437287,0.0008701701027226339
top_1_shareholder_location_United States,0.002721341728364313,0.0007431287690641676
cntry_of_risk_FI,0.00262419808845038,0.0027700834173774455
issuer_cntry_domicile_name_Finland,0.0026241969847900504,0.002770082637033084
top_3_shareholder_location_France,0.002382172158134166,0.0013534533561061187
issuer_cntry_domicile_name_Hong Kong,0.002190695156299283,0.003675727245156627
gics_sub_ind_Personal Care Products,0.0021246769999679004,0.00100851139567572
gics_sub_ind_Diversified Banks,0.0020350380295868996,0.002642285612602284
gics_sub_ind_Automotive Parts & Equipment,0.0019046440005543342,0.001637515890542802
top_1_shareholder_location_Australia,0.0017397252878732395,0.0012745766377801856
top_3_shareholder_location_Australia,0.0016145326193481191,0.0013304503857777953
gics_sub_ind_Aerospace & Defense,0.0015539426554770474,0.0005567827447903174
yeo_joh_hist_pe,0.001484735278413929,0.00043554551058134274
gics_sector_Industrials,0.0014347090391944705,0.0006036059446214615
random_feature,0.0014265577819952192,0.0014744667571332175
yeo_joh_hist_roa,0.001412281198659293,0.0022682702771154462
gics_sub_ind_Oil & Gas Exploration & Production,0.001323702876835997,0.0010200096335713383
gics_sub_ind_Commodity Chemicals,0.001219726278518196,0.0007412962141698282
gics_sub_ind_Health Care Distributors,0.0012096973158498558,0.0011430215002722996
top_1_shareholder_location_India,0.0011807030331245528,0.0003043603179750956
issuer_cntry_domicile_name_India,0.0011806930239633862,0.00030435784825293095
"gics_sub_ind_Hotels, Resorts & Cruise Lines",0.0010790771933672839,0.00041072350463598127
gics_sub_ind_Multi-line Insurance,0.0010363922038266527,0.00034450243093469006
yeo_joh_hist_fcf_yld,0.0009999653653705366,0.00043889695259902276
gics_sub_ind_Air Freight & Logistics,0.0009855841349559968,0.0005016683091672997
cntry_of_risk_SG,0.0009835473492944336,0.0006320836801002573
top_3_shareholder_location_Sweden,0.0009497776505681288,0.0009150051633042856
yeo_joh_hist_roe,0.0009021414687309214,0.00057813209856056
